,date,hr,weather,temperature,feels_like_temperature,relative_humidity,windspeed,psi,guest_scooter,registered_scooter
5080,2011-03-19,11,clear,85.3,114.8,36.0,30.0,44,272,746
5081,2011-03-26,18,cloudy,73.5,98.6,21.0,11.0,20,194,621
5082,2011-06-08,8,clear,110.7,145.4,58.0,11.0,3,136,3043
5083,2011-06-04,14,clear,109.0,138.2,33.0,15.0,44,580,1805
5084,2011-02-23,23,clear,65.0,91.4,55.0,6.0,20,2,264
5085,2011-01-05,14,clear,71.8,95.0,28.0,13.0,44,29,364
5086,2011-03-06,19,light snow/rain,71.8,91.4,100.0,33.0,18,2,76
5087,2011-07-12,16,clear,119.2,154.4,44.0,19.0,5,73,1242
5088,2011-09-18,9,clear,87.0,116.6,67.0,17.0,28,140,663
5089,2011-09-22,5,cloudy,97.2,122.0,94.0,7.0,14,7,195
5090,2011-09-18,3,clear,83.6,113.0,82.0,13.0,46,35,178
5091,2011-07-26,15,clear,120.8,150.8,28.0,22.0,33,148,798
5092,2011-04-13,0,cloudy,80.2,109.4,100.0,20.0,14,10,82
5093,2011-04-16,13,light snow/rain,85.3,114.8,94.0,35.0,47,27,346
5094,2011-02-06,20,clear,70.1,95.0,61.0,7.0,45,13,145
5095,2011-01-06,19,clear,65.0,91.4,55.0,6.0,26,7,765
5096,2011-02-05,21,clear,68.4,91.4,100.0,13.0,13,9,373
5097,2011-02-10,23,clear,56.6,78.8,42.0,7.0,26,5,234
5098,2011-04-11,12,cloudy,97.2,131.0,73.0,22.0,18,112,677
5099,2011-03-16,22,CLOUDY,80.2,109.4,62.0,26.0,42,34,335
5100,2011-02-09,15,cloudy,63.3,82.4,34.0,19.0,19,10,427
5101,2011-05-09,21,clear,90.4,120.2,59.0,9.0,44,86,896
5102,2011-08-21,2,clear,103.9,136.4,79.0,13.0,50,38,355
5103,2011-01-19,5,cloudy,65.0,91.4,93.0,6.0,39,1,49
5104,2011-10-12,3,light snow/rain,92.1,122.0,94.0,20.0,14,1,17
5105,2011-02-26,2,clear,65.0,84.2,60.0,24.0,24,8,63
5106,2011-07-07,9,clear,109.0,143.6,70.0,11.0,15,73,1080
5107,2011-02-15,11,clear,68.4,89.6,25.0,17.0,33,32,327
5108,2011-09-01,18,clear,107.3,140.0,54.0,15.0,29,207,3234
5109,2011-08-26,20,clear,107.3,143.6,79.0,6.0,50,115,1285
5110,2011-10-26,8,cloudy,83.6,113.0,67.0,13.0,33,78,3064
5111,2011-06-13,4,clear,93.8,123.8,64.0,20.0,14,4,20
5112,2011-10-28,4,clear,71.8,95.0,65.0,19.0,16,14,35
5113,2011-11-09,1,clear,75.2,104.0,87.0,0.0,13,-1,73
5114,2011-09-16,8,clear,81.9,111.2,67.0,15.0,43,70,2706
5115,2011-12-14,1,clear,68.4,96.8,75.0,0.0,21,-2,57
5116,2011-11-11,15,clear,76.9,100.4,37.0,28.0,33,89,1309
5117,2011-02-23,18,clear,73.5,100.4,26.0,6.0,46,8,1443
5118,2011-10-07,21,clear,88.7,118.4,68.0,0.0,37,68,1011
5119,2011-03-26,12,clear,71.8,95.0,36.0,13.0,17,292,907
5120,2011-06-30,9,CLEAR,105.6,136.4,42.0,15.0,26,99,1590
5121,2011-03-06,14,light snow/rain,83.6,113.0,100.0,15.0,32,36,188
5122,2011-09-04,14,clear,112.4,150.8,66.0,22.0,8,616,1093
5123,2011-01-28,12,light snow/rain,61.6,86.0,93.0,7.0,48,5,197
5124,2011-05-08,22,clear,88.7,118.4,88.0,6.0,39,86,600
5125,2011-12-02,21,clear,75.2,100.4,49.0,13.0,28,29,712
5126,2011-05-22,4,clear,88.7,118.4,100.0,0.0,24,10,64
5127,2011-06-13,8,clear,95.5,125.6,49.0,30.0,29,132,3026
5128,2011-10-09,20,clear,93.8,123.8,73.0,7.0,37,175,938
5129,2011-08-05,4,clear,100.5,131.0,78.0,9.0,38,5,40
5130,2011-09-20,10,light snow/rain,93.8,123.8,88.0,11.0,5,13,187
5131,2011-07-03,16,clear,117.5,156.2,53.0,20.0,12,587,1537
5132,2011-12-03,21,CLOUDY,71.8,98.6,61.0,6.0,20,13,732
5133,2011-02-16,6,clear,63.3,84.2,55.0,15.0,9,3,222
5134,2011-08-22,20,clear,102.2,134.6,34.0,13.0,24,65,1729
5135,2011-09-11,7,clear,97.2,125.6,88.0,0.0,14,28,201
5136,2011-03-18,0,clear,81.9,111.2,58.0,19.0,36,17,173
5137,2011-11-11,9,clear,73.5,95.0,45.0,30.0,34,45,1304
5138,2011-10-29,4,light snow/rain,71.8,93.2,81.0,28.0,15,2,12
5139,2011-06-25,17,clear,109.0,140.0,42.0,15.0,4,456,1730
5140,2011-05-28,0,clear,95.5,125.6,88.0,9.0,14,43,554
5141,2011-07-26,17,clear,119.2,150.8,36.0,24.0,24,216,3257
5142,2011-01-29,4,clear,59.9,82.4,69.0,7.0,46,1,17
5143,2011-03-24,6,cloudy,70.1,93.2,93.0,15.0,30,1,289
5144,2011-04-29,14,clear,97.2,134.6,35.0,22.0,35,173,1332
5145,2011-06-05,16,clear,107.3,140.0,51.0,6.0,28,414,1820
5146,2011-12-16,23,cloudy,71.8,96.8,49.0,9.0,8,13,496
5147,2011-01-16,16,clear,66.7,87.8,38.0,15.0,0,67,537
5148,2011-03-04,5,cloudy,59.9,82.4,74.0,9.0,18,0,51
5149,2011-06-10,9,clear,110.7,143.6,55.0,0.0,28,110,1232
5150,2011-12-17,11,cloudy,70.1,91.4,45.0,22.0,26,65,1317
5151,2011-12-29,16,clear,71.8,96.8,52.0,11.0,24,65,1090
5152,2011-01-01,5,cloudy,66.7,91.4,75.0,6.0,35,-1,11
5153,2011-10-25,2,clear,81.9,111.2,82.0,9.0,12,8,22
5154,2011-05-15,1,cloudy,90.4,120.2,100.0,7.0,2,14,301
5155,2011-03-07,15,clear,75.2,96.8,31.0,26.0,1,97,452
5156,2011-06-09,13,clear,122.5,158.0,37.0,6.0,20,52,826
5157,2011-11-06,9,cloudy,71.8,98.6,75.0,6.0,9,109,938
5158,2011-02-02,17,clear,76.9,98.6,53.0,35.0,24,22,1286
5159,2011-10-22,0,clear,80.2,109.4,62.0,13.0,21,49,563
5160,2011-06-11,13,clear,114.1,150.8,55.0,13.0,43,450,1663
5161,2011-04-02,7,cloudy,68.4,93.2,70.0,7.0,43,4,116
5162,2011-04-05,10,light snow/rain,75.2,96.8,81.0,26.0,41,11,179
5163,2011-07-09,17,clear,117.5,147.2,32.0,0.0,25,480,1691
5164,2011-06-05,9,cloudy,97.2,129.2,78.0,13.0,23,157,777
5165,2011-09-19,5,cloudy,88.7,118.4,77.0,13.0,32,6,185
5166,2011-01-25,12,cloudy,68.4,95.0,56.0,6.0,17,65,595
5167,2011-12-14,10,cloudy,73.5,102.2,57.0,0.0,35,29,936
5168,2011-01-14,15,clear,66.7,89.6,38.0,11.0,7,26,418
5169,2011-02-19,2,clear,83.6,113.0,13.0,26.0,30,11,96
5170,2011-05-13,15,cloudy,90.4,120.2,88.0,11.0,24,166,998
5171,2011-11-02,18,clear,81.9,111.2,71.0,11.0,38,94,3138
5172,2011-06-14,7,clear,93.8,123.8,52.0,28.0,26,55,2424
5173,2011-06-09,9,clear,117.5,154.4,49.0,0.0,18,61,1034
5174,2011-01-25,15,cloudy,73.5,102.2,42.0,0.0,27,64,439
5175,2011-10-05,6,clear,83.6,113.0,82.0,7.0,43,15,787
5176,2011-07-03,9,clear,105.6,140.0,74.0,17.0,4,247,695
5177,2011-03-07,3,clear,63.3,78.8,80.0,39.0,38,2,9
5178,2011-09-21,1,clear,92.1,122.0,94.0,0.0,43,-1,122
5179,2011-12-08,3,clear,68.4,87.8,60.0,20.0,44,1,7
5180,2011-01-16,16,clear,66.7,87.8,38.0,15.0,0,67,537
5181,2011-11-22,17,light snow/rain,83.6,113.0,100.0,6.0,41,10,1129
5182,2011-11-25,0,clear,75.2,100.4,76.0,11.0,13,20,154
5183,2011-04-12,21,cloudy,81.9,111.2,82.0,13.0,20,28,517
5184,2011-10-30,10,clear,73.5,100.4,61.0,6.0,34,158,873
5185,2011-09-22,6,cloudy,97.2,120.2,100.0,9.0,20,23,658
5186,2011-03-06,7,LIGHT SNOW/RAIN,81.9,111.2,100.0,30.0,38,2,39
5187,2011-03-12,2,clear,66.7,87.8,65.0,13.0,5,0,101
5188,2011-09-07,21,light snow/rain,100.5,129.2,89.0,6.0,32,14,241
5189,2011-11-10,9,cloudy,81.9,111.2,94.0,7.0,21,69,1321
5190,2011-07-11,18,clear,119.2,159.8,53.0,26.0,3,171,2909
5191,2011-02-18,4,clear,85.3,114.8,67.0,17.0,44,0,7
5192,2011-10-17,14,CLEAR,95.5,125.6,49.0,13.0,9,130,856
5193,2011-10-21,16,clear,88.7,118.4,45.0,17.0,42,182,1698
5194,2011-09-01,9,clear,100.5,132.8,69.0,7.0,39,85,1245
5195,2011-10-17,20,clear,90.4,120.2,77.0,7.0,24,120,1327
5196,2011-03-14,15,lear,78.5,107.6,37.0,11.0,23,72,539
5197,2011-01-07,18,clear,63.3,87.8,40.0,6.0,22,22,816
5198,2011-06-18,20,cloudy,107.3,140.0,58.0,9.0,18,181,891
5199,2011-01-19,18,clear,75.2,98.6,61.0,19.0,36,17,1093
5200,2011-02-25,3,cloudy,73.5,100.4,93.0,7.0,41,5,11
5201,2011-08-05,10,clear,109.0,141.8,55.0,9.0,39,151,791
5202,2011-12-19,21,cloudy,76.9,102.2,53.0,9.0,42,46,782
5203,2011-10-19,0,cloudy,90.4,120.2,77.0,13.0,9,31,160
5204,2011-06-10,12,clear,117.5,150.8,44.0,9.0,1,121,1169
5205,2011-11-04,15,clear,85.3,114.8,44.0,26.0,14,133,1345
5206,2011-03-26,7,clear,63.3,84.2,51.0,13.0,5,52,163
5207,2011-07-13,21,clear,105.6,140.0,79.0,7.0,18,167,1360
5208,2011-02-06,18,clear,71.8,96.8,56.0,11.0,41,39,459
5209,2011-03-13,10,clear,81.9,111.2,47.0,17.0,19,108,605
5210,2011-08-12,17,clear,115.8,145.4,26.0,0.0,18,280,2962
5211,2011-09-24,14,cloudy,102.2,134.6,74.0,9.0,5,494,1581
5212,2011-06-22,21,clear,109.0,145.4,79.0,11.0,19,92,1510
5213,2011-06-15,20,clear,102.2,134.6,44.0,11.0,5,171,1911
5214,2011-11-11,6,clear,70.1,91.4,45.0,22.0,46,1,323
5215,2011-04-18,8,clear,85.3,114.8,63.0,0.0,23,60,1942
5216,2011-01-10,4,CLEAR,54.9,75.2,54.0,9.0,31,5,19
5217,2011-08-20,9,clear,105.6,138.2,65.0,0.0,45,154,972
5218,2011-04-21,0,clear,93.8,123.8,43.0,24.0,25,35,229
5219,2011-07-27,1,clear,112.4,145.4,49.0,13.0,4,5,67
5220,2011-08-28,17,clear,110.7,141.8,40.0,20.0,18,433,1773
5221,2011-05-01,2,clear,81.9,111.2,77.0,7.0,21,23,302
5222,2011-01-07,17,cloudy,63.3,91.4,37.0,0.0,24,27,1245
5223,2011-09-30,2,clear,90.4,120.2,83.0,7.0,30,17,68
5224,2011-02-13,22,clear,80.2,109.4,35.0,20.0,48,13,218
5225,2011-09-16,6,clear,78.5,107.6,71.0,15.0,3,20,610
5226,2011-03-29,21,clear,75.2,104.0,42.0,0.0,26,24,530
5227,2011-06-02,20,clar,105.6,136.4,24.0,13.0,15,154,2003
5228,2011-09-28,23,clear,97.2,122.0,94.0,9.0,14,37,411
5229,2011-07-06,0,clear,107.3,143.6,74.0,13.0,45,31,180
5230,2011-03-31,7,light snow/rain,66.7,87.8,93.0,17.0,8,16,607
5231,2011-05-26,9,clear,107.3,141.8,70.0,11.0,1,68,1358
5232,2011-02-01,22,cloudy,65.0,91.4,87.0,6.0,25,5,240
5233,2011-10-11,22,cloudy,93.8,123.8,83.0,13.0,34,80,841
5234,2011-08-26,3,clear,97.2,125.6,88.0,7.0,28,9,59
5235,2011-03-03,9,clear,59.9,77.0,37.0,19.0,27,28,944
5236,2011-10-01,3,clear,85.3,114.8,59.0,28.0,26,25,119
5237,2011-06-03,11,clear,100.5,134.6,31.0,22.0,5,171,946
5238,2011-12-18,22,clear,65.0,87.8,75.0,13.0,37,8,330
5239,2011-10-27,7,cloudy,85.3,114.8,94.0,6.0,38,26,900
5240,2011-05-30,10,clear,114.1,150.8,55.0,17.0,41,348,1072
5241,2011-03-27,2,light snow/rain,65.0,87.8,55.0,13.0,24,18,108
5242,2011-06-26,8,clear,100.5,134.6,61.0,13.0,29,87,551
5243,2011-06-05,2,cloudy,100.5,134.6,61.0,11.0,38,50,336
5244,2011-05-04,11,clear,80.2,109.4,82.0,22.0,17,7,482
5245,2011-10-09,22,cloudy,90.4,120.2,94.0,0.0,8,144,730
5246,2011-09-14,6,clear,95.5,125.6,88.0,7.0,10,23,968
5247,2011-07-23,0,clear,115.8,154.4,56.0,0.0,34,50,597
5248,2011-02-01,23,light snow/rain,63.3,84.2,93.0,13.0,7,1,110
5249,2011-11-10,3,clear,78.5,107.6,94.0,6.0,4,2,82
5250,2011-06-08,4,clear,98.9,129.2,83.0,0.0,2,-2,45
5251,2011-08-30,15,clear,109.0,138.2,35.0,15.0,37,101,1137
5252,2011-02-27,0,clear,68.4,89.6,87.0,19.0,38,26,183
5253,2011-01-24,23,cloudy,59.9,78.8,64.0,17.0,9,9,152
5254,2011-05-10,8,cloudy,88.7,118.4,51.0,7.0,7,84,2781
5255,2011-09-05,22,CLOUDY,97.2,125.6,88.0,39.0,23,45,344
5256,2011-03-12,8,clear,68.4,91.4,65.0,11.0,38,28,310
5257,2011-06-24,21,clear,105.6,138.2,48.0,9.0,26,151,1281
5258,2011-05-16,22,clear,93.8,123.8,88.0,6.0,39,64,740
5259,2011-03-14,6,clear,68.4,93.2,65.0,9.0,47,5,191
5260,2011-08-03,14,cloudy,110.7,145.4,58.0,15.0,3,127,730
5261,2011-03-08,5,clear,63.3,87.8,69.0,7.0,15,4,56
5262,2011-09-30,20,clear,92.1,122.0,52.0,19.0,12,82,1416
5263,2011-10-09,12,clear,100.5,134.6,44.0,6.0,24,634,1701
5264,2011-12-25,14,clear,75.2,98.6,61.0,17.0,10,125,315
5265,2011-06-20,12,cloudy,98.9,132.8,69.0,7.0,27,101,905
5266,2011-02-05,9,LIGHT SNOW/RAIN,63.3,87.8,100.0,6.0,2,7,117
5267,2011-07-05,13,clear,115.8,149.0,43.0,7.0,18,202,955
5268,2011-04-09,8,CLOUDY,73.5,96.8,93.0,11.0,19,22,329
5269,2011-04-19,7,cloudy,90.4,120.2,55.0,0.0,18,68,1162
5270,2011-06-13,9,clear,98.9,134.6,46.0,24.0,26,104,1327
5271,2011-07-23,11,clear,122.5,158.0,37.0,13.0,16,188,1079
5272,2011-07-15,12,clear,105.6,138.2,48.0,13.0,28,181,1241
5273,2011-04-13,3,light snow/rain,80.2,109.4,94.0,22.0,13,-2,15
5274,2011-10-06,9,clear,85.3,114.8,63.0,13.0,34,59,1321
5275,2011-02-07,7,clear,61.6,89.6,86.0,0.0,28,19,625
5276,2011-01-12,16,clear,65.0,84.2,44.0,22.0,44,17,445
5277,2011-07-08,9,cloudy,110.7,147.2,70.0,20.0,4,91,1481
5278,2011-01-01,21,cloudy,80.2,109.4,87.0,13.0,20,10,219
5279,2011-01-07,9,clear,63.3,82.4,47.0,20.0,18,29,879
5280,2011-09-14,10,clear,105.6,138.2,70.0,9.0,37,82,808
5281,2011-09-15,22,clear,83.6,113.0,67.0,19.0,38,20,755
5282,2011-06-14,12,clear,100.5,134.6,41.0,24.0,34,88,976
5283,2011-05-06,7,clear,80.2,109.4,82.0,0.0,21,62,1417
5284,2011-11-23,1,cloudy,87.0,116.6,94.0,20.0,50,0,60
5285,2011-07-23,21,clear,115.8,156.2,59.0,15.0,48,115,804
5286,2011-06-16,13,cloudy,107.3,140.0,54.0,17.0,27,109,797
5287,2011-07-08,20,clear,102.2,132.8,83.0,11.0,30,90,1541
5288,2011-01-23,18,clear,56.6,75.2,30.0,17.0,23,14,311
5289,2011-05-02,16,clear,102.2,134.6,61.0,15.0,3,147,1543
5290,2011-07-18,19,clear,114.1,150.8,55.0,15.0,30,188,2346
5291,2011-01-14,21,clear,59.9,87.8,69.0,0.0,43,12,336
5292,2011-03-29,8,clear,66.7,86.0,35.0,24.0,46,58,1877
5293,2011-09-24,22,cloudy,98.9,127.4,88.0,0.0,37,148,1005
5294,2011-07-03,0,clear,105.6,138.2,58.0,15.0,24,141,683
5295,2011-12-18,19,clear,68.4,93.2,52.0,9.0,45,17,910
5296,2011-01-05,8,clear,63.3,82.4,40.0,20.0,18,8,1344
5297,2011-06-17,2,clear,93.8,123.8,94.0,7.0,3,7,77
5298,2011-10-15,4,clear,81.9,111.2,67.0,9.0,7,-2,46
5299,2011-05-23,7,cloudy,93.8,123.8,94.0,7.0,1,41,1561
5300,2011-07-05,4,clear,102.2,134.6,69.0,11.0,13,5,31
5301,2011-05-27,14,clear,110.7,143.6,55.0,17.0,22,154,1318
5302,2011-12-24,21,CLEAR,68.4,91.4,56.0,11.0,29,14,105
5303,2011-07-08,22,cloudy,102.2,132.8,78.0,13.0,49,99,951
5304,2011-10-11,2,cloudy,90.4,120.2,94.0,9.0,11,3,32
5305,2011-04-28,4,cloudy,98.9,129.2,83.0,28.0,21,14,35
5306,2011-07-20,22,clear,112.4,152.6,70.0,15.0,39,73,1008
5307,2011-05-15,10,clear,95.5,125.6,83.0,15.0,47,217,1072
5308,2011-12-22,1,clear,83.6,113.0,94.0,6.0,18,2,104
5309,2011-07-26,1,clear,105.6,140.0,79.0,7.0,10,20,47
5310,2011-11-14,3,clear,83.6,113.0,67.0,19.0,13,14,26
5311,2011-11-29,16,light snow/rain,80.2,109.4,87.0,15.0,28,15,1023
5312,2011-04-17,17,clear,93.8,123.8,30.0,30.0,37,427,1143
5313,2011-11-09,20,clear,83.6,113.0,77.0,0.0,15,53,1409
5314,2011-09-11,22,clear,98.9,132.8,69.0,26.0,19,61,517
5315,2011-11-17,10,cloudy,75.2,96.8,61.0,22.0,42,23,521
5316,2011-07-07,7,cloudy,102.2,131.0,89.0,7.0,42,41,1952
5317,2011-10-31,12,clear,81.9,111.2,44.0,15.0,9,88,978
5318,2011-04-12,4,cloudy,93.8,123.8,64.0,9.0,14,10,16
5319,2011-08-20,10,clear,107.3,141.8,62.0,7.0,24,343,1344
5320,2011-06-19,0,clear,105.6,138.2,65.0,0.0,23,52,495
5321,2011-07-26,11,clear,115.8,145.4,30.0,0.0,14,148,719
5322,2011-04-09,21,cloudy,76.9,102.2,93.0,9.0,26,32,459
5323,2011-04-10,15,clear,88.7,118.4,77.0,15.0,33,468,985
5324,2011-02-05,19,cloudy,70.1,89.6,93.0,30.0,48,18,551
5325,2011-10-16,11,clear,93.8,123.8,35.0,19.0,30,475,1528
5326,2011-08-31,18,clear,105.6,138.2,51.0,15.0,40,209,3469
5327,2011-03-09,1,clear,68.4,93.2,52.0,9.0,33,0,30
5328,2011-01-04,0,clear,59.9,82.4,55.0,7.0,27,1,35
5329,2011-12-31,3,cloudy,80.2,109.4,62.0,19.0,11,4,118
5330,2011-10-15,1,clear,85.3,114.8,55.0,17.0,10,27,450
5331,2011-11-15,15,cloudy,92.1,122.0,60.0,9.0,36,107,1084
5332,2011-04-18,9,cloudy,88.7,118.4,55.0,7.0,0,109,926
5333,2011-08-01,7,clear,109.0,141.8,62.0,0.0,18,74,1804
5334,2011-04-03,18,cloudy,85.3,114.8,31.0,0.0,6,215,712
5335,2011-02-09,20,light snow/rain,58.2,78.8,86.0,11.0,50,1,586
5336,2011-06-24,22,clear,105.6,138.2,48.0,0.0,35,122,881
5337,2011-05-22,7,clear,92.1,122.0,88.0,7.0,6,37,189
5338,2011-04-24,15,clear,102.2,134.6,61.0,17.0,36,500,1417
5339,2011-05-13,5,cloudy,88.7,118.4,88.0,13.0,30,4,168
5340,2011-10-31,19,clear,80.2,109.4,66.0,6.0,24,34,1580
5341,2011-11-16,12,light snow/rain,85.3,114.8,100.0,0.0,3,14,341
5342,2011-10-27,10,light snow/rain,88.7,118.4,88.0,13.0,24,32,365
5343,2011-03-16,5,cloudy,71.8,98.6,93.0,7.0,43,-2,25
5344,2011-02-16,19,clar,75.2,98.6,53.0,15.0,32,53,1004
5345,2011-11-26,12,clear,83.6,113.0,51.0,0.0,40,409,1203
5346,2011-03-29,10,clear,71.8,93.2,24.0,20.0,0,38,327
5347,2011-07-13,13,liht snow/rain,115.8,150.8,46.0,9.0,32,119,838
5348,2011-06-10,2,clear,103.9,136.4,69.0,11.0,30,18,47
5349,2011-02-01,10,cloudy,59.9,87.8,93.0,0.0,1,1,331
5350,2011-03-11,10,cloudy,73.5,96.8,57.0,20.0,49,52,419
5351,2011-09-17,4,clear,85.3,114.8,72.0,9.0,12,1,27
5352,2011-08-29,4,clear,93.8,123.8,68.0,9.0,40,2,21
5353,2011-07-22,6,clear,110.7,149.0,75.0,6.0,41,39,583
5354,2011-10-05,7,clear,85.3,114.8,77.0,7.0,39,29,2044
5355,2011-01-29,2,clear,65.0,87.8,64.0,11.0,50,2,105
5356,2011-12-11,4,clear,59.9,80.6,59.0,11.0,24,2,35
5357,2011-04-14,16,clear,97.2,132.8,26.0,7.0,43,147,1073
5358,2011-02-24,16,light snow/rain,78.5,107.6,62.0,19.0,14,11,469
5359,2011-08-30,12,clear,107.3,138.2,37.0,0.0,49,194,1202
5360,2011-09-03,18,clear,107.3,141.8,70.0,11.0,28,482,1258
5361,2011-05-15,20,clear,92.1,122.0,88.0,0.0,30,159,966
5362,2011-10-23,9,clear,80.2,109.4,76.0,0.0,17,143,665
5363,2011-09-14,23,cloudy,100.5,132.8,69.0,7.0,23,30,436
5364,2011-02-27,11,clear,76.9,102.2,62.0,9.0,14,100,648
5365,2011-11-19,5,clear,66.7,87.8,56.0,17.0,36,-2,17
5366,2011-12-13,16,clear,78.5,107.6,37.0,17.0,16,38,1360
5367,2011-06-14,16,clear,103.9,136.4,41.0,13.0,7,155,1955
5368,2011-05-12,3,clear,83.6,113.0,88.0,9.0,22,2,37
5369,2011-02-09,22,light snow/rain,59.9,80.6,80.0,11.0,47,11,299
5370,2011-01-11,13,cloudy,63.3,87.8,59.0,6.0,50,19,327
5371,2011-04-15,8,clear,83.6,113.0,62.0,20.0,41,61,1958
5372,2011-08-21,6,clear,102.2,131.0,89.0,19.0,13,13,70
5373,2011-08-18,11,clear,110.7,145.4,58.0,17.0,34,133,678
5374,2011-02-22,8,cloudy,56.6,75.2,80.0,17.0,23,21,749
5375,2011-01-06,6,cloudy,58.2,80.6,63.0,7.0,11,-1,256
5376,2011-07-13,7,clear,110.7,143.6,55.0,17.0,15,98,1970
5377,2011-07-27,14,clear,117.5,147.2,28.0,15.0,39,60,747
5378,2011-08-22,9,clear,103.9,136.4,54.0,17.0,38,106,1062
5379,2011-07-20,15,clear,119.2,158.0,50.0,11.0,49,108,715
5380,2011-06-17,19,light snow/rain,100.5,129.2,83.0,17.0,30,159,1929
5381,2011-03-20,10,cloudy,73.5,102.2,45.0,0.0,23,167,569
5382,2011-08-31,7,clear,97.2,129.2,78.0,0.0,7,37,2215
5383,2011-07-06,7,cloudy,107.3,143.6,79.0,0.0,3,70,2021
5384,2011-09-12,6,clear,93.8,123.8,83.0,0.0,38,3,758
5385,2011-12-04,7,clear,68.4,96.8,87.0,0.0,48,11,163
5386,2011-05-04,23,clear,76.9,102.2,62.0,15.0,30,24,347
5387,2011-08-21,1,clear,103.9,136.4,79.0,15.0,44,49,484
5388,2011-02-20,15,clear,76.9,104.0,27.0,6.0,34,196,718
5389,2011-10-17,17,clear,93.8,123.8,64.0,9.0,46,238,3781
5390,2011-05-03,5,clear,90.4,120.2,88.0,9.0,13,0,97
5391,2011-09-09,15,clear,109.0,143.6,66.0,0.0,33,81,1131
5392,2011-10-17,8,cloudy,88.7,118.4,51.0,17.0,28,100,2667
5393,2011-06-08,12,clear,120.8,158.0,42.0,9.0,10,47,940
5394,2011-09-28,1,clear,97.2,125.6,88.0,0.0,1,2,95
5395,2011-08-05,9,clear,107.3,140.0,58.0,7.0,28,128,1282
5396,2011-10-02,21,clear,76.9,102.2,71.0,15.0,18,53,500
5397,2011-09-03,11,light snow/rain,102.2,134.6,69.0,19.0,47,200,900
5398,2011-03-01,18,clear,73.5,98.6,39.0,13.0,30,32,1501
5399,2011-02-21,20,light snow/rain,66.7,86.0,81.0,26.0,8,-1,206
5400,2011-10-03,9,cloudy,80.2,109.4,66.0,6.0,50,37,992
5401,2011-01-18,21,cloudy,65.0,89.6,93.0,7.0,36,0,287
5402,2011-07-09,8,clear,105.6,138.2,70.0,17.0,47,205,803
5403,2011-02-18,18,clear,100.5,134.6,33.0,22.0,36,88,1370
5404,2011-01-09,23,CLEAR,56.6,77.0,50.0,13.0,41,1,47
5405,2011-01-04,11,clear,65.0,86.0,51.0,20.0,32,21,355
5406,2011-09-02,17,cloudy,103.9,136.4,65.0,11.0,32,236,2642
5407,2011-03-14,14,cloudy,78.5,107.6,34.0,0.0,10,82,363
5408,2011-10-01,20,light snow/rain,76.9,104.0,87.0,7.0,18,23,409
5409,2011-04-24,17,clear,102.2,134.6,65.0,20.0,25,424,1321
5410,2011-04-02,0,cloudy,71.8,100.4,61.0,0.0,3,9,201
5411,2011-05-22,8,clear,97.2,131.0,73.0,6.0,17,85,453
5412,2011-11-16,5,light snow/rain,85.3,114.8,94.0,7.0,25,0,96
5413,2011-08-17,6,clear,98.9,131.0,78.0,0.0,39,13,710
5414,2011-09-09,11,cloudy,98.9,125.6,94.0,0.0,48,16,466
5415,2011-07-23,9,clear,117.5,154.4,49.0,11.0,40,92,712
5416,2011-04-01,2,light snow/rain,68.4,91.4,93.0,13.0,47,-2,51
5417,2011-12-22,23,light snow/rain,80.2,109.4,87.0,0.0,15,5,73
5418,2011-01-20,5,clear,66.7,87.8,60.0,15.0,23,0,41
5419,2011-06-03,17,clear,107.3,136.4,25.0,19.0,47,221,3394
5420,2011-03-28,11,cloudy,68.4,89.6,30.0,19.0,38,54,273
5421,2011-02-26,11,clear,71.8,100.4,45.0,0.0,24,78,704
5422,2011-03-07,7,clear,63.3,80.6,75.0,28.0,2,7,614
5423,2011-10-01,12,cloudy,80.2,109.4,82.0,17.0,21,86,912
5424,2011-12-01,23,clear,68.4,95.0,70.0,6.0,25,8,490
5425,2011-04-11,5,clear,85.3,114.8,94.0,13.0,7,2,85
5426,2011-12-19,23,clear,76.9,102.2,53.0,11.0,9,29,354
5427,2011-12-30,3,clear,66.7,91.4,70.0,7.0,49,-1,43
5428,2011-12-05,12,CLOUDY,80.2,109.4,76.0,7.0,18,88,878
5429,2011-09-16,19,cloudy,88.7,118.4,55.0,11.0,27,176,1792
5430,2011-03-02,1,clear,65.0,87.8,69.0,13.0,26,1,28
5431,2011-06-15,21,clear,100.5,134.6,47.0,15.0,1,144,1461
5432,2011-08-12,18,clear,110.7,141.8,40.0,20.0,49,266,2634
5433,2011-12-31,22,clear,78.5,107.6,62.0,9.0,50,5,252
5434,2011-09-26,7,cloudy,98.9,125.6,94.0,0.0,1,51,2209
5435,2011-03-04,14,clear,76.9,100.4,40.0,19.0,49,88,457
5436,2011-01-23,23,clear,51.5,68.0,41.0,15.0,17,12,120
5437,2011-07-28,15,clear,119.2,158.0,50.0,13.0,14,66,871
5438,2011-10-09,4,clear,83.6,113.0,88.0,0.0,35,23,51
5439,2011-04-08,8,light snow/rain,75.2,100.4,87.0,11.0,16,38,1461
5440,2011-03-13,11,clear,83.6,113.0,41.0,28.0,21,263,654
5441,2011-06-05,22,clear,100.5,131.0,78.0,15.0,24,110,656
5442,2011-01-29,15,clear,65.0,86.0,69.0,17.0,10,67,689
5443,2011-07-20,18,clear,117.5,159.8,59.0,15.0,20,205,3004
